x, y
0.6041958170899244, 1267.0519643886262
0.9734271063835755, 1225.4334599372044
1.342656859127804, 1204.6242077114935
1.4769236206251792, 1156.0693916928317
1.8797208320184635, 1135.2601394671206
2.114685359814737, 1086.7053234484588
2.5174825712080224, 1045.086818997037
2.7860145576533504, 989.5953738871445
2.9202797826013054, 941.0405578684827
3.020979085449626, 906.358364984301
3.1888117690466347, 878.6128011913501
3.6251749025395505, 823.1213560814576
3.7258757419372928, 816.1850445142175
3.89370688898488, 774.5665400627956
4.262936641729108, 739.8843471786141
4.565034550274073, 705.2021542944326
4.766433155970715, 684.3929020687217
5.202797826013052, 656.6473382757706
5.370628973060639, 635.8380860500598
5.73986179890371, 615.0288338243489
5.907692945951297, 566.474017805687
6.142659010296993, 545.6647655799761
6.478321304392167, 497.1096320373239
6.7804192129371295, 476.300379811613
7.082517121482091, 441.61850445142176
7.485314332875377, 434.68187536019127
8.089510149965301, 462.4277566771326
8.492307361358584, 490.1733204700837
8.660141581505018, 497.1096320373239
9.29790178414515, 531.7918249215054
9.599999692690115, 531.7918249215054
9.700698995538437, 524.8555133542652
10.405594115476681, 545.6647655799761
10.67412763847143, 545.6647655799761
10.069931821381507, 531.7918249215054
10.909090629718285, 531.7918249215054
11.110489235414926, 531.7918249215054
11.546853905457263, 545.6647655799761
11.848951814002229, 552.6010771472163
12.31888086959478, 566.474017805687
12.688113695437849, 552.6010771472163
13.09091090683113, 559.5373887144565
13.426573200926304, 552.6010771472163
13.896505329617696, 559.5373887144565
14.299302541010984, 608.0925222571087
14.702099752404267, 621.9651453915891
15.004197660949231, 635.8380860500598
15.406994872342514, 656.6473382757706
15.843356469286007, 684.3929020687217
16.246153680679292, 705.2021542944326
16.78321765356995, 843.9306083071685
16.481119745024987, 753.7572878370847
17.11888302076397, 885.5491127585902
17.42098092930893, 954.913181002963
17.555244617707462, 975.7224332286739
17.857342526252427, 1065.8960712227479
18.025176746398852, 1121.38719880865
18.15944043479739, 1218.4971483699642
18.293707196294765, 1267.0519643886262
18.495105801991407, 1322.5434094985185
18.69650440768805, 1398.8441068341217
18.99860231623301, 1419.6533590598328
19.300700224777973, 1482.0811157369653
19.36783206897724, 1565.3181246398087
19.6699299775222, 1579.190747774289
19.972027886067163, 1620.809252225711
20.30769325326118, 1627.7458813169414
20.542659317606876, 1627.7458813169414
20.67692300600541, 1620.809252225711
20.77762230885373, 1613.8729406584707
20.945456529000158, 1593.0636884327598
21.113287676047747, 1551.4451839813382
21.247554437545126, 1544.5088724140978
21.482517428791976, 1544.5088724140978
21.65035164893841, 1523.6996201883871
21.85175025463505, 1502.8903679626762
22.053148860331692, 1482.0811157369653
22.153848163180008, 1482.0811157369653
22.254547466028335, 1475.1444866457348
22.35524676887665, 1461.2718635112544
22.489510457275188, 1447.3989228527837
22.489510457275188, 1447.3989228527837
22.657344677421616, 1426.5896706270728
22.892307668668472, 1405.780418401362
23.09370627436511, 1391.9074777428914
23.53007094440745, 1357.2256023827001
23.597202788606715, 1357.2256023827001
23.798601394303358, 1378.034854608411
23.798601394303358, 1287.861216614337
24, 1287.861216614337
24.20139860569664, 1287.861216614337
8.895104572751867, 531.7918249215054
7.720280397221073, 462.4277566771326
24.46993212869139, 1308.6704688400478
0.2685319864453276, 1301.7341572728078
-0.20139860569664148, 1301.7341572728078
19.401399527626292, 1537.5722433228675
19.032169774882064, 1495.9537388714457
24.805594422786566, 1301.7341572728078
14.097903935314344, 621.9651453915891
