x, y
0.296962046,0
0.512935453,0
0.728908861,0
0.998874694,0
1.160854441,0
1.403824062,0
1.646793682,0
1.970753176,0
2.186726584,0
2.48368863,0
2.753655698,0
3.023621532,0
3.239594939,0
3.509560772,0
3.779526605,0
3.968503801,0
4.265465846,0
4.211473421,0
4.427445593,0
4.697412662,0
4.913384834,0
5.264341777,0
5.264341777,0
5.453317736,34.7490368
5.723283569,40.54045456
5.993250638,75.28949135
6.02024685,75.28949135
6.20922281,167.9537662
6.344206344,162.1620833
6.506186091,220.0773214
6.722159499,283.7837121
6.96512912,382.2394048
7.289088614,527.0269697
7.559055682,642.8571807
7.559055682,642.8571807
7.721035429,718.1466721
7.937007602,764.4788095
8.044994923,857.1428193
8.260967095,915.0580573
8.449944291,955.5985119
8.584926589,1007.722067
8.746906336,1059.845622
8.908886083,1117.760595
9.07086583,1164.092733
9.286838002,1222.007706
9.556805071,1291.505779
9.799774692,1337.837917
10.06974176,1378.378371
10.33970636,1413.127408
10.66366585,1453.668128
11.01462279,1465.250963
11.31158484,1488.417164
11.55455446,1500
11.85151898,1494.208582
12.17547847,1459.459545
12.44544307,1436.293609
12.71541014,1418.919091
12.98537721,1366.795536
13.2553418,1343.629334
13.444319,1303.08888
13.68728862,1262.548425
13.82227092,1210.42487
13.98425066,1158.301315
14.25421773,1111.969177
14.44319493,1054.054205
14.57817723,1019.305168
14.7941494,967.1816125
14.95612915,920.8494751
15.11810889,862.9345021
15.28008864,799.2278463
15.41507341,758.6873918
15.49606328,700.7721537
15.71203546,637.065763
15.90101265,584.9422078
15.95500508,515.4441342
16.22497215,463.320579
16.38695189,376.447987
16.54893164,324.3244318
16.79190126,272.2008766
17.06186586,191.1197024
17.19685063,133.2047294
17.30483548,98.45569263
17.5478051,63.70665583
17.89876204,23.16593616
18.27671396,11.58310064
18.65466835,23.16593616
19.05961772,28.95761903
19.30258734,17.3745184
19.54555696,0
19.9775013,0
20.3014608,0
20.67941519,0
20.94937978,0
21.27333928,0
21.59729877,0
21.92125827,0
22.24521776,0
22.5961747,0
22.94713164,0
23.35208101,0
23.70303548,0
24,0
